path,file_size,id,name,description,uri,browse_file_formats,materials,polygons,vertex,is_rigged,is_animated,license,quality,software_for_import,categories,tags
n,596.9 KB,121222,Kung Fu Panda Po 3D Model,Free 3D Model of Kung Fu Panda Po ID121222 for free download| files available in: Maya (.ma| .mb) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/3d-model-kung-fu-panda-po_121222.html,Ma, Mb,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Animal|Cartoon Characters|Nature,Bear|Cartoon|Cartoon Character|Character|fu|kung|Kung Fu|movie|Movie Character|Panda|Panda Bear|po|Wild
n,85.7 KB,21218,Character Harry Potter, Hermione, Ron 3D Model,3D Model Character Harry Potter| Hermione| Ron| files available in: Autodesk 3D Studio (.3ds)| 3D Studio Max (.max). Archive file containts cartoon and harry potter 3d models. Free download this 3d object import to for your Characters| People 3d scene| or 3d printing. Great stuffs & materials for 3d design related to architecture visualization| cg visual effects| cg artwork| 3d rendering working.,https://open3dmodel.com/3d-models/character-harry-potter-hermione-ron_21218.html,3ds|Max,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Cartoon Characters|Characters|Plants & Trees,Cartoon|Cartoon Character|Character|harry|harry potter|hermione,|People|Potted plants|potter|ron
n,61.2 MB,43139,Emperor Penguin Skeleton 3D Model,Free 3D Model of Emperor Penguin Skeleton ID43139 for free download| files available in: 3D Studio Max (.max)| Object File (.obj) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/3d-model-emperor-penguin-skeleton_43139.html,Max|Obj,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Anatomy|Animal|Characters|Nature,Bone|Emperor|Penguin|Skeleton
n,83.8 KB,180029,Flowing Water Scene 3D Model,Free 3D Model Flowing Water Scene| free download ID180029. File available in: 3D Studio Max (.max)| Vray (Materials & Settings) formats. This 3d stuff contains the polygons| vertexs and shapes related to ,https://open3dmodel.com/3d-models/3d-model-flowing-water-scene_180029.html,Max|Vray,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Architecture|Nature|Plants & Trees,Garden|Garden Elements|landform|River|Terrain|Water
n,286.1 KB,134705,Velociraptor Dinosaur Animal 3D Model,Free 3D Model Velociraptor Dinosaur Animal| free download ID134705. File available in: Blender (.blend) formats. This 3d stuff contains the polygons| vertexs and shapes related to ,https://open3dmodel.com/3d-models/3d-model-velociraptor-dinosaur-animal_134705.html,Blend,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Animal|Land Animals|Nature,Animal|Dinosaur|Velociraptor|Wild
n,25.3 MB,64335,Modern Design Kindergarten Interior Scene 3D Model,Free 3D Models of Modern Design Kindergarten Interior 3ds Max Scene| files available in: 3D Studio Max (.max)| Vray (Materials & Settings). Archive file containts children chairs and toy animal 3d models. Download this 3d scene for free and you can get 3d elements or vray settings| textures| etc…to import to your 3D Interior Scenes| Architecture projects| or 3d printing. Great vray 3d models & materials included textures ready for 3d design related to architecture visualization| interior & exterior rendering working.,https://open3dmodel.com/3d-models/modern-design-kindergarten-interior-scene_64335.html,Max|Vray,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Low Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,3D Interior Scenes|Architecture,Animal|Chair|Chairs|Children|children chairs|Children Room|Design|High|High Poly|Interior|Kids|Kids Room|Kindergarten|Low Poly|Lowpoly|Modern|Poly|Room|scene|Toy|Toy animal
n,5.8 MB,348692,Freddy Bear Stuffed 3D Model,3D Freddy Bear Stuffed Model for free download| file formats: Autodesk FBX (.fbx). File size: 5.8 MB| ID348692. This model contains 3d assets| polygon| shapes related to ,https://open3dmodel.com/3d-models/freddy-bear-stuffed_348692.html,Fbx,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Characters,Bear|five|Fnaf|Freddy|Nights|Stuffed
n,7.7 MB,64211,Modern Entertainment Space With Bar Interior Scene 3D Model,Free 3D Models of Modern Entertainment Space With Bar Interior Scene| files available in: 3D Studio Max (.max)| Vray (Materials & Settings). Archive file containts Billiards and Billiards Table 3d models. Download this 3d scene for free and you can get 3d elements or vray settings| textures| etc…to import to your 3D Interior Scenes| Architecture projects| or 3d printing. Great vray 3d models & materials included textures ready for 3d design related to architecture visualization| interior & exterior rendering working.,https://open3dmodel.com/3d-models/modern-entertainment-space-with-bar-interior-scene_64211.html,Max|Vray,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Low Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,3D Interior Scenes|Architecture|High Quality,Bar|Billiards|Billiards Table|Decoration|Decoration Shelves|entertainment|High|High Poly|Interior|Low Poly|Lowpoly|Modern|Poly|scene|Shelves|space|Table
n,1.9 MB,16523,White Pillow 3D Model,Download White Pillow 3d Max Model Free in .3ds .Max Zip files – ID16523. Thousands Free 3D Max Models of Bedroom 3D Objects| a lot of 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/white-pillow-3d-max-model-free_16523.html,3ds|Max,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Architecture|Bedroom Furniture|Furniture,Bedroom|Cushion|Pillow|White
n,537.5 KB,9505,Japanese Katana Sword 3D Model,Download Free 3D Model of Japanese Katana Sword| files available in: Autodesk 3D Studio (.3ds)| Autodesk FBX (.fbx)| 3D Studio Max (.max)| Object File (.obj) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/japanese-katana-sword-2_9505.html,3ds|Fbx|Max|Obj,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Weapon,available|Japanese|judge|katana|Military|strictly|Sword|Swords|use|Weapons
n,3.9 MB,17507,Modern Exquisite Bathroom Scene 3D Model,Download Modern Exquisite Bathroom 3d Max Model Free Scene in .3ds .Max Zip files – ID17507. Thousands Free 3D Max Models of Bathroom 3D Objects| a lot of 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/modern-exquisite-bathroom-3d-max-model-free-scene_17507.html,3ds|Max,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,3D Interior Scenes|Architecture|Bathroom Furniture|Furniture,Bathroom|exquisite|Modern|scene
n,3.6 MB,2419,Shoes 3D Model,Shoes 3D Model Free Download| ID2419 (.3ds &.gsm files). Thousands Shoes| Open Shoes| High Heels 3DS Max Models & 3D Objects| Free 3D Models for 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/shoes-3d-model-7_2419.html,3ds|Gsm,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Characters|Fashion,Clothes|heels|High|High Heels|high heels shoes|open|open shoes|Shoes
n,421.3 KB,133231,Commercial Round Bar Counter 3D Model,Free 3D Model Commercial Round Bar Counter| free download ID133231. File available in: 3D Studio Max (.max)| Vray (Materials & Settings) formats. This 3d stuff contains the polygons| vertexs and shapes related to ,https://open3dmodel.com/3d-models/3d-model-commercial-round-bar-counter_133231.html,Max|Vray,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Drink|Furniture,Bar|Bar counter|Bar Furniture|Bar Stools|commercial|Commercial Furniture|counter|Drink|Furniture|Glasses|Rack|round|Stools|Wine|Wine Glasses|wine rack
n,3.0 MB,3558,Sculpture 3D Model,Free Sculpture 3D Model ID3558 for Free Download in .3DS & .Gsm Zip Files. Download freebies 3dsMax Models of Sculpture| Statue| Statues Of Atlantes 3D Objects| 3D Models free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/sculpture-3d-model-2_3558.html,3ds|Gsm,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Characters|Garden Components|Site Components,atlantes|Sculpture|Statue|Statues|statues of atlantes
n,23.0 KB,205589,Old Wrought Iron Street Lamp 3D Model,Free 3D Model Old Wrought Iron Street Lamp| free download ID205589. File available in: Autodesk 3D Studio (.3ds)| 3D Studio Max (.max)| Vray (Materials & Settings) formats. This 3d stuff contains the polygons| vertexs and shapes related to ,https://open3dmodel.com/3d-models/3d-model-old-wrought-iron-street-lamp_205589.html,3ds|Max|Vray,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Furniture|Garden Components|Lighting Fixtures|Outdoor Furniture|Site Components,fashioned|Iron|Lamp|Light|Lighting|Old|Outdoor|Outdoor Furniture|outdoor lighting|Street|Street Lamp|Street Light|Wrought
n,679.3 KB,16851,Mannequin 3D Model,Download Mannequin 3d Max Model Free in .3ds .Max Zip files – ID16851. Thousands Free 3D Max Models of 3D Objects| a lot of 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/mannequin-3d-max-model-free_16851.html,3ds|Max,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Characters,mannequin|People
n,61.8 MB,64343,Sport Gym Center With Modern Design Interior Scene 3D Model,Free 3D Models of Sport Gym Center With Modern Design Interior 3ds Max Scene| files available in: 3D Studio Max (.max)| Vray (Materials & Settings). Archive file containts Assault Bike and Fitness Equipment 3d models. Download this 3d scene for free and you can get 3d elements or vray settings| textures| etc…to import to your 3D Interior Scenes| Architecture projects| or 3d printing. Great vray 3d models & materials included textures ready for 3d design related to architecture visualization| interior & exterior rendering working.,https://open3dmodel.com/3d-models/sport-gym-center-with-modern-design-interior-scene_64343.html,Max|Vray,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Low Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,3D Interior Scenes|Architecture|High Quality|Sport,assault|Assault Bike|Bike|center|Design|Equipment|Fitness|Fitness Equipment|Gym|High|High Poly|Interior|Low Poly|Lowpoly|Modern|Motorcycle|Poly|scene|sport
n,793.5 KB,1824,Machenic Style Clock 3D Model,Download Free Machenic Style Clock 3D Model ID1824 (.3ds &.gsm files). Thousands Free Clock| Wall Clock 3DS Max Models & 3D Objects| Free 3D Models Download for Exterior & Interior 3D Visualization.,https://open3dmodel.com/3d-models/machenic-style-clock-3d-model_1824.html,3ds|Gsm,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Furniture|Household Furniture,Clock|Clock & Watch|machenic|Style|Wall|wall clock|watch
n,2.5 MB,34283,Classic Tabby Cat 3D Model,3D Model Classic Tabby Cat| files available in: 3D Studio Max (.max). Archive file containts cat and Domestic animals 3d models. Free download this 3d object to import to your Animal 3d scene| or 3d printing. Great stuffs & materials for 3d design related to architecture visualization| cg visual effects| cg artwork| 3d rendering working.,https://open3dmodel.com/3d-models/classic-tabby-cat_34283.html,Max,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Animal|Farm Animals|Nature,animals|Cat|Classic|domestic|Domestic animals|Pet|Tabby
n,328.4 KB,124835,Cute Anime Elf Girl Cartoon 3D Model,Free 3D Model of Cute Anime Elf Girl Cartoon ID124835 for free download| files available in: 3D Studio Max (.max)| Object File (.obj)| Vray (Materials & Settings) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/3d-model-cute-anime-elf-girl-cartoon_124835.html,Max|Obj|Vray,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Anime characters|Characters,Anime|Cartoon|Characters|Cute|Elf|Female|Female Characters|Girl|Girl Characters|Human
n,839.0 KB,178620,Golden Cup Trophy 3D Model,Free 3D Model Golden Cup Trophy| free download ID178620. File available in: Autodesk FBX (.fbx)| 3D Studio Max (.max)| Object File (.obj)| Vray (Materials & Settings) formats. This 3d stuff contains the polygons| vertexs and shapes related to 3d objects| and trophy 3d model| sport equipment 3d model| 3d elements. Get this Misc| Sport 3d models for 3d architecture visualization| 3d design| cg artwork or 3d rendering. A lot of low poly 3d models| vray materials| textures| rigged and animation are good to import them to your 3d scenes or 3d printing. .,https://open3dmodel.com/3d-models/3d-model-golden-cup-trophy_178620.html,Fbx|Max|Obj|Vray,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Misc|Sport,Cup|Equipment|gold|golden|sport|Sport equipment|Trophy
n,1.2 MB,33466,Resident Evil Ada Wong 3D Model,3D Model Resident Evil Ada Wong| files available in: Maya (.ma| .mb)| 3D Studio Max (.max)| Object File (.obj). Archive file containts female and Fictional character 3d models. Free download this 3d object to import to your Characters 3d scene| or 3d printing. Great stuffs & materials for 3d design related to architecture visualization| cg visual effects| cg artwork| 3d rendering working.,https://open3dmodel.com/3d-models/resident-evil-ada-wong_33466.html,Ma, Mb|Max|Obj,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Characters|Game Characters,ADA|Character|evil|Female|fictional|Fictional Character|Game|Game Character|Human|mercenary|resident|resident evil|Woman|wong
n,221.4 KB,42376,Little Red Riding Hood 3D Model,Free 3D Model of Little Red Riding Hood ID42376 for free download| files available in: 3D Studio Max (.max) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/3d-model-little-red-riding-hood_42376.html,Max,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Cartoon Characters|Characters,Cartoon|Cartoon Character|Character|Child|Girl|Hood|Human|little|Red|Riding|Teenagers
n,32.0 MB,21098,Lake Scenic Design 3D Model,Download Lake Scenic Design 3d Max Model Free in .3ds .Max Zip files – ID21098. Thousands Free 3D Max Models of 3D Objects| a lot of 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/lake-scenic-design-3d-max-model-free_21098.html,3ds|Max,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Architecture,Building|Design|lake|scenic
n,85.7 KB,20622,Bonsai Water Lily 3D Model,Download Bonsai Water Lily 3dsMax Model in .3ds .Max Zip files – ID20622. Thousands Free 3D Max Models of Plant 3D Objects| a lot of 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/bonsai-water-lily-3dsmax-model_20622.html,3ds|Max,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Nature|Plants & Trees,Bonsai|lily|Plant|Plants|Water
n,85.6 KB,11862,Super Hero Characters Pack 3D Model,Download Free 3D Model of Super Hero Characters Pack| files available in: Autodesk 3D Studio (.3ds)| Cinema 4D (.c4d)| Autodesk FBX (.fbx)| Object File (.obj) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/super-hero-characters-pack_11862.html,3ds|C4d|Fbx|Obj,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Characters,Avenger|Characters|hero|Marvel|pack|People|super|superman
n,24.0 MB,305900,White Mclaren Mp4 Car 3D Model,Free 3D White Mclaren Mp4 Car Model| free download ID305900. File available in: Rhino 3D (.3dm)| SolidWorks (.sldprt) formats. This 3d stuff contains the polygons| vertexs and shapes related to ,https://open3dmodel.com/3d-models/white-mclaren-mp4-car_305900.html,3dm|Sldprt,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Vehicles,Car|McLaren|mp4|Transport|White
n,5.4 MB,476531,Grass Field Modular 3D Model,3D Grass Field Modular Model for free download| file formats: Blender (.blend). File size: unknown| ID476531. This model contains 3d assets| polygon| shapes related to ,https://open3dmodel.com/3d-models/grass-field-modular_476531.html,Blend,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Nature|Plants & Trees,Field|Grass|modular|Plants
n,1.6 MB,361071,One Piece Going Merry Pirate Ship 3D Model,Free 3D One Piece Going Merry Pirate Ship Model| free download ID361071. File size: 1.6 MB| available in: Maya (.ma| .mb)| Object (.obj) formats| includes textures & materials. This model design contains the polygon| shape| style related to 3d ,https://open3dmodel.com/3d-models/one-piece-going-merry-pirate-ship_361071.html,Ma, Mb|Obj,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Vehicles,Boat|going|Merry|one|One Piece|piece|Pirate|Sailing Ship|Ship|Watercraft
n,386 bytes,191773,Amusement Park Playground Big Wheel 3D Model,Free 3D Model Amusement Park Playground Big Wheel| free download ID191773. File available in: 3D Studio Max (.max)| Vray (Materials & Settings) formats. This 3d stuff contains the polygons| vertexs and shapes related to ,https://open3dmodel.com/3d-models/3d-model-amusement-park-playground-big-wheel_191773.html,Max|Vray,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Misc|Sport,Amusement|amusement equipment|amusement park|amusement rides|big|Equipment|Ferris|ferris wheel|Park|Playground|Rides|Wheel
n,85.8 KB,9628,John Marston Character Cowboy 3D Model,Download Free 3D Model of John Marston Character Cowboy| files available in: Autodesk 3D Studio (.3ds)| Object File (.obj) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/john-marston-character-cowboy_9628.html,3ds|Obj,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Characters,Character|Characters|cowboy|dead|default|john|marston|People|rdr|Red|redemption|revelation|tools
n,300.1 KB,19398,Restaurant Interior Scene 3D Model,Download Restaurant 3ddsMax Interior Scene Model Free in .3ds .Max Zip files – ID19398. Thousands Free 3D Max Models of Office Space 3D Objects| a lot of 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/restaurant-3ddsmax-interior-scene-model-free_19398.html,3ds|Max,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,3D Interior Scenes|Architecture|Furniture,Interior|Office|office space|Restaurant|scene|space
n,288.7 KB,184165,Kitchen Fork Knife Spoon 3D Model,Free 3D Model Kitchen Fork Knife Spoon| free download ID184165. File available in: 3D Studio Max (.max)| Object File (.obj)| Vray (Materials & Settings) formats. This 3d stuff contains the polygons| vertexs and shapes related to ,https://open3dmodel.com/3d-models/3d-model-kitchen-fork-knife-spoon_184165.html,Max|Obj|Vray,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Furniture|Kitchen Furniture|Weapon,cutlery|Fork|forks|Kitchen|Knife|Spoon|spoons|Table|table knife
n,254.7 KB,14748,Kamen Rider Kuuga 3D Model,Free Download Kamen Rider Kuuga Free 3d Model – file Zip| Rar in .obj| .max format – ID14748. Download Free 3D Max Models of Kamen| Rider| Kuuga| Characters| Maya| Program| Takes| Files 3D Objects| a lot of 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/kamen-rider-kuuga-free-3d-model_14748.html,Max|Obj,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Characters,kamen|kuuga|People|rider
n,12.4 MB,3730,Atlant Column 3D Model,Free Atlant Column 3D Model ID3730 for Free Download in .3DS & .Gsm Zip Files. Download freebies 3dsMax Models of Concrete Construction| Column| Atlas 3D Objects| 3D Models free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/atlant-column-3d-model_3730.html,3ds|Gsm,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Characters|Garden Components,Atlant|atlas|Column|concrete|concrete construction|Construction|Sculpture
n,2.3 MB,6804,Boy Male 3D Model,Download Free 3D Model of Boy Male| files available in: Autodesk 3D Studio (.3ds)| Lightwave (.lwo)| Maya (.ma| .mb)| 3D Studio Max (.max)| Object File (.obj) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/boy-male_6804.html,3ds|Lwo|Ma, Mb|Max|Obj,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Characters,Boy|Characters|Male|People
n,3.2 MB,192459,Indoor Kids Climbing Wall 3D Model,Free 3D Model Indoor Kids Climbing Wall| free download ID192459. File available in: 3D Studio Max (.max)| Vray (Materials & Settings) formats. This 3d stuff contains the polygons| vertexs and shapes related to ,https://open3dmodel.com/3d-models/3d-model-indoor-kids-climbing-wall_192459.html,Max|Vray,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Garden Components|Misc|Site Components|Sport,climbing|climbing wall|Equipment|Indoor|Kids|Outdoor|Playground|Playground equipment|Wall
n,8.6 MB,181319,Fashion Hooded Sweatshirt 3D Model,Free 3D Model Fashion Hooded Sweatshirt| free download ID181319. File available in: 3D Studio Max (.max)| Vray (Materials & Settings) formats. This 3d stuff contains the polygons| vertexs and shapes related to ,https://open3dmodel.com/3d-models/3d-model-fashion-hooded-sweatshirt_181319.html,Max|Vray,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Characters|Fashion,Clothes|Clothing|fashion|Hooded|hoodie|men's|Mens clothing|Sweatshirt
n,3.1 MB,9140,Plastic Bottle 3D Model,Free Download Plastic Bottle Free 3d Model file Zip| Rar in .3ds| .obj| .c4d| .fbx format – ID9140. Download Free 3D Max Models of Plastic| Bottle| Drink| Food 3D Objects| a lot of 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/plastic-bottle-free-3d-model_9140.html,3ds|C4d|Fbx|Obj,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Drink|Food|Misc,Bottle|Drink|food|Food Objects|objects|plastic
n,6.5 MB,2719,Luster 3D Model,Luster 3D Model Free Download| ID2719 (.3ds &.gsm files). Thousands Luster| Chandelier| Lustre 3DS Max Models & 3D Objects| Free 3D Models for 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/luster-3d-model-18_2719.html,3ds|Gsm,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Furniture|Lighting Fixtures,candlelight|Chandelier|Lamp|luster|lustre
n,2.8 MB,2415,Leather Hat 3D Model,Leather Hat 3D Model Free Download| ID2415 (.3ds &.gsm files). Thousands Hat| Fedora| Clothing 3DS Max Models & 3D Objects| Free 3D Models for 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/leather-hat-3d-model_2415.html,3ds|Gsm,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Characters|Fashion,Clothes|Clothing|fedora|Hat|Leather
n,62.1 KB,299290,Classic Car Toyota Ae86 3D Model,Free 3D Classic Car Toyota Ae86 Model| free download ID299290. File available in: Object (.obj) formats. This 3d stuff contains the polygons| vertexs and shapes related to ,https://open3dmodel.com/3d-models/classic-car-toyota-ae86_299290.html,Obj,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Vehicles,AE86|Car|Cars|Classic|Toyota|Transport
n,9.8 MB,48856,Satellite Dish Antenna Radar 3D Model,Free 3D Model of Satellite Dish Antenna Radar ID48856 for free download| files available in: Cinema 4D (.c4d)| 3D Studio Max (.max) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/3d-model-satellite-dish-antenna-radar_48856.html,C4d|Max,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Aircraft|Vehicles|Weapon,antenna|dish|radar|satellite|Satellite dish
n,2.6 MB,2071,Snake 3D Model,Snake 3D Model Free Download| ID2071 (.3ds &.gsm files). Thousands Snake| Cobra| Serpent 3DS Max Models & 3D Objects| Free 3D Models for 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/snake-3d-model_2071.html,3ds|Gsm,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Animal|Nature,cobra|serpent|Snake
n,6.8 MB,16883,T-shirt Men Sitting Character 3D Model,Download T-shirt Men Sitting Character 3d Max Model Free in .3ds .Max Zip files – ID16883. Thousands Free 3D Max Models of 3D Objects| a lot of 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/t-shirt-men-sitting-character-3d-max-model-free_16883.html,3ds|Max,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Characters,Character|Clothing|Men|People|Sitting|T Shirt
n,2.3 MB,29842,Dragon Skeleton 3D Model,Download Free 3D Model of Dragon Skeleton| files available in: 3D Studio Max (.max) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/dragon-skeleton_29842.html,Max,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Anatomy|Animal|Characters|Fantasy Animals|Land Animals|Nature,Bone|Dragon|Skeleton
